Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6450,Rayman DS,13,2005,2,Ubisoft,0.21,0.04,0,0.02,0.26
6451,Gundam Breaker,4,2013,10,Namco Bandai Games,0,0,0.26,0,0.26
6452,The House of the Dead 2,28,1998,8,Sega,0,0,0.26,0,0.26
6453,Create,1,2010,10,Electronic Arts,0.22,0.03,0,0.02,0.26
6454,A.C.E.: Another Century's Episode R,4,2010,9,Namco Bandai Games,0,0,0.26,0,0.26
6455,Littlest Pet Shop: Friends,1,2009,9,Electronic Arts,0.22,0.02,0,0.02,0.26
6456,Rune: Viking Warlord,3,2001,10,Take-Two Interactive,0.13,0.1,0,0.03,0.26
6457,Panzer Dragoon Orta,20,2002,8,Sega,0.16,0.05,0.04,0.01,0.26
6458,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,12,1999,1,Konami Digital Entertainment,0,0,0.25,0.02,0.26
6459,Dragon Age Origins: Awakening,4,2010,5,Spike,0.24,0,0,0.02,0.26
6460,King's Field II,12,1996,5,From Software,0.08,0.06,0.11,0.02,0.26
6461,Danganronpa 2: Goodbye Despair,23,2014,7,Nippon Ichi Software,0.13,0.07,0,0.06,0.26
6462,Aikatsu! 2-nin no My Princess,9,2013,10,Namco Bandai Games,0,0,0.26,0,0.26
6463,Beyblade: Metal Fusion,13,2009,5,Hudson Soft,0.08,0.03,0.14,0.01,0.26
6464,NCAA Gamebreaker,12,1996,1,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
6465,Petz: Horsez 2,3,2007,9,Ubisoft,0.13,0.1,0,0.03,0.26
6466,NPPL: Championship Paintball 2009,3,2008,8,Activision Value,0.13,0.1,0,0.03,0.26
6467,Skylanders: SuperChargers,1,2015,10,Activision,0.05,0.19,0,0.02,0.26
6468,Zoo Tycoon 2: Ultimate Collection,21,2008,13,Microsoft Game Studios,0.04,0.18,0,0.04,0.26
6469,Tomba!,12,1997,2,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
6470,Love Plus,13,2009,9,Konami Digital Entertainment,0,0,0.26,0,0.26
6471,Tales of Innocence,13,2007,5,Namco Bandai Games,0,0,0.26,0,0.26
6472,MLB SlugFest 2006,3,2006,1,Midway Games,0.13,0.1,0,0.03,0.26
6473,J Stars Victory Vs.,23,2014,11,Namco Bandai Games,0,0.07,0.17,0.02,0.26
6474,Rugrats: I Gotta Go Party,6,2002,10,THQ,0.19,0.07,0,0,0.26
6475,Virtua Racing,22,1994,3,Sega,0,0,0.26,0,0.26
6476,Crash Tag Team Racing,16,2005,3,Vivendi Games,0.16,0.06,0,0.04,0.26
6477,Prison Break: The Conspiracy,4,2010,10,Deep Silver,0.05,0.16,0,0.05,0.26
6478,Bolt,3,2008,12,Disney Interactive Studios,0.09,0.02,0,0.16,0.26
6479,DS Bungaku Zenshuu,13,2007,7,Nintendo,0,0,0.26,0,0.26
6480,We Cheer 2,1,2009,9,Namco Bandai Games,0.24,0,0,0.02,0.26
6481,Nancy Drew: The Mystery of the Clue Bender Society,13,2008,12,Codemasters,0.24,0,0,0.02,0.26
6482,Inazuma Eleven GO 3: Galaxy,9,2013,1,Level 5,0,0,0.26,0,0.26
6483,Ford Racing 3,3,2004,3,Take-Two Interactive,0.13,0.1,0,0.03,0.26
6484,Michael Jackson: The Experience,13,2010,7,Ubisoft,0.22,0.03,0,0.02,0.26
6485,Phantasy Star Universe: Ambition of the Illuminus,3,2007,5,Sega,0.1,0.08,0.05,0.03,0.26
6486,Project Runway,1,2010,9,Atari,0.24,0,0,0.02,0.26
6487,Jikkyou Powerful Pro Yakyuu 2013,4,2013,1,Konami Digital Entertainment,0,0,0.26,0,0.26
6488,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,6,2002,10,THQ,0.19,0.07,0,0,0.26
6489,Sengoku Basara 2,3,2006,10,Capcom,0,0,0.26,0,0.26
6490,Naruto: Ultimate Ninja Heroes,16,2006,11,Namco Bandai Games,0.26,0,0,0,0.26
6491,Inazuma Eleven Strikers,1,2011,5,Nintendo,0,0.01,0.25,0,0.26
6492,Hey Arnold! The Movie,6,2002,2,THQ,0.19,0.07,0,0,0.26
6493,Final Fantasy V Advance,6,2006,5,Nintendo,0,0,0.26,0.01,0.26
6494,Need for Speed: Most Wanted,6,2005,3,Electronic Arts,0.19,0.07,0,0,0.26
6495,Lumi2: Electronic Symphony,23,2012,7,Ubisoft,0.11,0.1,0.01,0.05,0.26
6496,Star Trek: Invasion,12,2000,9,Activision,0.15,0.1,0,0.02,0.26
6497,Final Fantasy Crystal Chronicles: Echoes of Time,1,2009,5,Square Enix,0.13,0.06,0.05,0.02,0.26
6498,Jonah Lomu Rugby Challenge,4,N/A,1,Home Entertainment Suppliers,0,0.2,0,0.06,0.26
6499,Babysitting Mania,13,2008,9,Majesco Entertainment,0.24,0,0,0.02,0.26
6500,Star Wars: Bounty Hunter,19,2002,8,LucasArts,0.2,0.05,0,0.01,0.26
6501,Tom and Jerry in War of the Whiskers,3,2002,11,Ubisoft,0.13,0.1,0,0.03,0.26
6502,Ace Attorney Investigations 2,13,2011,12,Capcom,0,0,0.26,0,0.26
6503,Minute to Win It,1,2010,7,Zoo Games,0.25,0,0,0.02,0.26
6504,Smart Girl's Playhouse,13,2007,7,505 Games,0.24,0,0,0.02,0.26
6505,Racquet Sports,1,2010,1,Ubisoft,0.14,0.09,0,0.02,0.26
6506,TouchMaster 3(Others sales),13,2009,6,Warner Bros. Interactive Entertainment,0,0.24,0,0.02,0.26
6507,The Elder Scrolls IV: Oblivion,21,2006,5,Take-Two Interactive,0.01,0.2,0,0.05,0.26
6508,Jikkyou Powerful Pro Yakyuu 2011,4,2011,1,Konami Digital Entertainment,0,0,0.26,0,0.26
6509,Madden NFL 2005,13,2004,1,Electronic Arts,0.24,0,0,0.02,0.26
6510,Skylanders: Trap Team,9,2014,10,Activision,0.14,0.1,0,0.02,0.26
6511,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,6,2006,7,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26
6512,Power Pro Kun Pocket 5,6,2003,1,Konami Digital Entertainment,0,0,0.25,0.01,0.26
6513,Konjiki no Gashbell!! Makai no Bookmark,6,2004,12,Banpresto,0,0,0.25,0.01,0.26
6514,Plants vs. Zombies,5,2010,13,PopCap Games,0.24,0,0,0.02,0.26
6515,Riding Spirits,3,2002,3,BAM! Entertainment,0.13,0.1,0,0.03,0.26
6516,Disney Sing It: Pop Hits,4,2009,7,Disney Interactive Studios,0.17,0.05,0,0.03,0.26
6517,Indiana Jo2 and the Staff of Kings,13,2009,10,Activision,0.17,0.07,0,0.02,0.26
6518,Etrian Odyssey Untold: The Millennium Girl,9,2013,5,Atlus,0.1,0.01,0.14,0.01,0.26
6519,Bust A Groove 2,12,1999,7,Enix Corporation,0.04,0.03,0.18,0.02,0.26
6520,Hatsune Miku: Project Diva,16,2009,7,Sega,0,0,0.26,0,0.26
6521,Juiced 2: Hot Import Nights,4,2007,3,THQ,0.18,0.04,0.01,0.03,0.26
6522,Gundam Battle Universe,16,2008,11,Namco Bandai Games,0,0,0.26,0,0.26
6523,Sengoku Basara: Battle Heroes,16,2009,10,Capcom,0,0,0.26,0,0.26
6524,Nightmare Creatures,11,1996,10,Activision,0.21,0.05,0,0,0.26
6525,Star Wars Episode I: Battle for Naboo,11,2000,9,LucasArts,0.21,0.05,0,0,0.26
6526,Duke Nukem: Zero Hour,11,1999,8,GT Interactive,0.21,0.05,0,0,0.26
6527,Armori2: Project S.W.A.R.M.,11,1999,8,Acclaim Entertainment,0.21,0.05,0,0,0.26
6528,NCAA March Mad2s 08,3,2007,1,Electronic Arts,0.13,0.1,0,0.03,0.26
6529,Armored Core: Nexus,3,2004,9,Indie Games,0.06,0.05,0.14,0.02,0.26
6530,Evolution Skateboarding,3,2002,1,Konami Digital Entertainment,0.13,0.1,0,0.03,0.26
6531,Dora the Explorer: The Search for Pirate Pig's Treasure,6,2002,12,NewKidCo,0.19,0.07,0,0,0.26
6532,Muramasa: The Demon Blade,23,2013,5,Marvelous Entertainment,0.13,0,0.1,0.03,0.26
6533,Yakuza: Ishin,4,2014,10,Sega,0,0,0.26,0,0.26
6534,Indiana Jo2 and the Staff of Kings,16,2009,10,Activision,0.11,0.1,0,0.06,0.26
6535,Tony Hawk: Shred,5,2010,1,Activision,0.17,0.07,0,0.02,0.26
6536,Outlaw Volleyball,20,2003,1,TDK Mediactive,0.19,0.06,0,0.01,0.26
6537,Batman: Vengeance,19,2001,12,Ubisoft,0.2,0.05,0,0.01,0.26
6538,The Amazing Spider-Man 2 (2014),5,2014,10,Activision,0.1,0.14,0,0.02,0.26
6539,RealSports Football,15,1981,1,Atari,0.24,0.01,0,0,0.26
6540,Tiger Woods PGA Tour 10,3,2009,1,Electronic Arts,0.12,0.01,0,0.13,0.26
6541,SD Gundam G Generation: Cross Drive,13,2007,13,Namco Bandai Games,0,0,0.26,0,0.26
6542,Tom Clancy's Splinter Cell: Double Agent,4,2007,10,Ubisoft,0.2,0.03,0,0.03,0.26
6543,Monsters vs. Aliens,1,2009,10,Activision,0.14,0.09,0,0.03,0.26
6544,Dungeons & Dragons Heroes,20,2003,5,Atari,0.19,0.06,0,0.01,0.26
6545,The Testament of Sherlock Holmes,4,2012,12,Focus Home Interactive,0.05,0.15,0,0.06,0.26
6546,Game of Thro2,5,2012,5,Focus Home Interactive,0.15,0.08,0,0.02,0.26
6547,Loving Life with Hello Kitty & Friends,13,2011,7,Rising Star Games,0.15,0.08,0,0.02,0.26
6548,McGrath Vs. Pastrana Freestyle Motocross,12,2000,3,Acclaim Entertainment,0.14,0.1,0,0.02,0.26
6549,Legaia 2: Duel Saga,3,2001,5,Eidos Interactive,0.13,0.1,0,0.03,0.26
6550,Crash Nitro Kart,19,2003,3,Vivendi Games,0.2,0.05,0,0.01,0.26
6551,Karaoke Joysound 1,1,2008,7,Hudson Soft,0.01,0,0.25,0,0.26
6552,MLB 09: The Show,16,2009,1,Sony Computer Entertainment,0.24,0,0,0.02,0.26
6553,Polarium,13,2004,6,Nintendo,0.13,0.01,0.11,0.01,0.26
6554,Samurai Warriors 4,4,2014,10,Tecmo Koei,0,0,0.26,0,0.26
6555,F1 2014,5,2014,3,Codemasters,0.08,0.15,0,0.02,0.26
6556,Classic 2 Series: Bomberman,6,2004,10,Nintendo,0.1,0.04,0.11,0.01,0.26
6557,Avatar: The Last Airbender - The Burning Earth,1,2007,10,THQ,0.24,0,0,0.02,0.26
6558,Peter Jackson's King Kong: The Official Game of the Movie,5,2005,10,Ubisoft,0.2,0.03,0,0.02,0.26
6559,Bratz Ponyz 2,13,2008,12,Game Factory,0.24,0,0,0.02,0.26
6560,A.C.E.: Another Century's Episode,3,2005,9,Banpresto,0,0,0.26,0,0.26
6561,Frogger's Journey: The Forgotten Relic,6,2003,10,Konami Digital Entertainment,0.18,0.07,0,0,0.26
6562,X-Men vs. Street Fighter,31,1997,11,Capcom,0,0,0.26,0,0.26
6563,Army of Two: The Devil's Cartel,5,2013,8,Electronic Arts,0.16,0.07,0,0.02,0.26
6564,Dora the Explorer: Game Boy Advance Video Volume 1,6,2004,7,N/A,0.18,0.07,0,0,0.26
6565,Oddworld: Stranger's Wrath,20,2005,12,Electronic Arts,0.19,0.06,0,0.01,0.26
6566,Sega Rally Revo,16,2007,3,Sega,0.03,0.15,0,0.08,0.26
6567,King of Fighters: Maximum Impact,3,2004,11,Ignition Entertainment,0.13,0.1,0,0.03,0.26
6568,Marvel Super Heroes vs. Street Fighter,12,1998,11,Virgin Interactive,0.14,0.1,0,0.02,0.26
6569,Legendary,5,2008,8,Atari,0.08,0.15,0,0.03,0.26
6570,J-League Pro Soccer Club wo Tsukurou!,31,1996,1,Sega,0,0,0.26,0,0.26
6571,Daisy Fuentes Pilates,1,2009,1,505 Games,0.17,0.06,0,0.02,0.26
6572,Star Trek: The Game,4,2013,10,Namco Bandai Games,0.1,0.11,0,0.05,0.26
6573,Drakan: The Ancients' Gates,3,2002,12,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6574,Dead or Alive Xtreme 2,5,2006,1,Tecmo Koei,0.15,0.03,0.06,0.02,0.26
6575,Petz: Crazy Monkeyz,1,2008,9,Ubisoft,0.23,0,0,0.02,0.26
6576,"SpongeBob SquarePants: Lights, Camera, Pants!",20,2005,7,THQ,0.19,0.06,0,0.01,0.26
6577,Choro Q3,12,1998,3,Takara,0,0,0.24,0.02,0.26
6578,Tokyo Jungle,4,2012,10,Sony Computer Entertainment,0,0,0.26,0,0.26
6579,Hunted: The Demon's Forge,4,2011,10,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26
6580,Lemony Snicket's A Series of Unfortunate Events,19,2004,2,Activision,0.2,0.05,0,0.01,0.26
6581,Pirates of the Caribbean: Dead Man's Chest,13,2006,12,Disney Interactive Studios,0.23,0.01,0,0.02,0.26
6582,Bionicle: Matoran Adventures,6,2002,2,Electronic Arts,0.18,0.07,0,0,0.26
6583,Armored Core: Master of Arena,12,1999,9,From Software,0.07,0.05,0.13,0.02,0.26
6584,Fire Emblem: Thracia 776,14,1999,13,Nintendo,0,0,0.26,0,0.26
6585,Desert Falcon,15,1987,8,Atari,0.24,0.01,0,0,0.26
6586,NASCAR 09,4,2008,3,Electronic Arts,0.22,0.01,0,0.02,0.26
6587,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,31,1997,5,Hudson Soft,0,0,0.26,0,0.26
6588,A.C.E.: Another Century's Episode 3: The Final,3,2007,9,Banpresto,0,0,0.26,0,0.26
6589,ATV: Quad Power Racing,6,2002,3,Liquid Games,0.18,0.07,0,0,0.26
6590,Mario & Sonic at the Rio 2016 Olympic Games,17,2016,10,Nintendo,0.03,0.11,0.1,0.01,0.26
6591,The Backyardigans,13,2009,12,Take-Two Interactive,0.24,0,0,0.02,0.26
6592,Backyard NFL Football,19,2002,1,Infogrames,0.2,0.05,0,0.01,0.26
6593,All-Star Baseball 2003,20,2002,1,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
6594,Silent Hunter 5: Battle of the Atlantic,21,2010,9,Ubisoft,0,0.21,0,0.05,0.26
6595,MTX Mototrax,3,2004,3,Activision,0.13,0.1,0,0.03,0.26
6596,Tomb Raider: Underworld (Others sales),3,2009,12,Eidos Interactive,0,0.21,0,0.04,0.26
6597,NHL Rock the Rink,12,1999,1,Electronic Arts,0.14,0.1,0,0.02,0.26
6598,LEGO Star Wars III: The Clone Wars,21,2011,10,LucasArts,0.1,0.13,0,0.03,0.26
6599,NBA ShootOut 2004,3,2003,1,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6600,TOCA Race Driver 2: Ultimate Racing Simulator,16,2005,3,Codemasters,0,0.25,0,0,0.26
6601,Super Robot Taisen R,6,2002,13,Banpresto,0,0,0.25,0.01,0.26
6602,Castlevania: Harmony of Dissonance,6,2002,2,Konami Digital Entertainment,0.16,0.06,0.04,0,0.26
6603,Metroid Prime Pinball,13,2005,7,Nintendo,0.21,0,0.02,0.02,0.26
6604,Formula One 2001,3,2001,3,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6605,Nickelodeon Dance,1,2011,7,Take-Two Interactive,0.23,0.01,0,0.02,0.26
6606,Doukyuusei if,31,1996,5,NEC,0,0,0.26,0,0.26
6607,Baldur's Gate: Dark Alliance II,20,2004,5,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
6608,MVP Baseball 2004,19,2004,1,Electronic Arts,0.2,0.05,0,0.01,0.26
6609,Super Street Fighter II: Turbo Revival,6,2001,11,Ubisoft,0.18,0.07,0,0,0.25
6610,Secret Weapons Over Normandy,20,2003,9,LucasArts,0.19,0.05,0,0.01,0.25
6611,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,12,1998,1,Axela,0,0,0.24,0.02,0.25
6612,NHL 08,4,2007,10,Electronic Arts,0.16,0.06,0,0.03,0.25
6613,Kidou Senshi Gundam: Giren no Yabou,31,1998,13,Namco Bandai Games,0,0,0.25,0,0.25
6614,Imagine: Ballet Star,13,2008,9,Ubisoft,0.23,0.01,0,0.02,0.25
6615,Teen Titans,3,2006,10,THQ,0.12,0.1,0,0.03,0.25
6616,Percy Jackson and the Olympians: The Lightning Thief,13,2010,5,Activision,0.22,0.01,0,0.02,0.25
6617,Spelling Challenges and more!,16,2007,7,Crave Entertainment,0.24,0,0,0.02,0.25
6618,Crusaders of Might and Magic,12,1999,5,3DO,0.14,0.1,0,0.02,0.25
6619,Journey,4,2012,12,Sony Computer Entertainment Europe,0.04,0.15,0,0.06,0.25
6620,Tearaway Unfolded,10,2015,2,Sony Computer Entertainment,0.09,0.12,0,0.04,0.25
6621,Star Wars The Clone Wars: Republic Heroes,3,2009,10,LucasArts,0.17,0.01,0,0.08,0.25
6622,Bomberman Generation,19,2002,12,Vivendi Games,0.15,0.04,0.06,0.01,0.25
6623,NASCAR 09,5,2008,3,Electronic Arts,0.23,0,0,0.02,0.25
6624,Surfing H3O,3,2000,1,Take-Two Interactive,0.12,0.1,0,0.03,0.25
6625,Romance of the Three Kingdoms II,14,1991,13,Tecmo Koei,0,0,0.25,0,0.25
6626,The Chronicles of Riddick: Assault on Dark Athena,4,2009,8,Vivendi Games,0.12,0.1,0,0.04,0.25
6627,Resident Evil Archives: Resident Evil Zero,1,2008,10,Capcom,0.14,0.04,0.06,0.02,0.25
6628,Zoo Resort 3D,9,2011,9,Ubisoft,0.11,0.09,0.03,0.02,0.25
6629,Ice Age 2: The Meltdown,6,2006,2,Vivendi Games,0.18,0.07,0,0,0.25
6630,The Suite Life of Zack & Cody: Tipton Trouble,13,2006,10,Disney Interactive Studios,0.23,0,0,0.02,0.25
6631,World Series of Poker,20,2005,7,Activision,0.19,0.05,0,0.01,0.25
6632,Hatsune Miku: Project Diva F 2nd,4,2014,7,Sega,0.09,0.04,0.1,0.03,0.25
6633,Galactic Attack,31,1994,8,Acclaim Entertainment,0,0,0.25,0,0.25
6634,Power Pro Kun Pocket 2,7,2000,1,Konami Digital Entertainment,0,0,0.25,0,0.25
6635,Game of Thro2,4,2012,5,Focus Home Interactive,0.1,0.11,0,0.04,0.25
6636,Happy Feet,19,2006,10,Midway Games,0.2,0.05,0,0.01,0.25
6637,Walt Disney's The Jungle Book: Rhythm N'Groove,3,2003,7,Disney Interactive Studios,0.12,0.1,0,0.03,0.25
6638,Triple Play 2002,20,2002,1,Electronic Arts,0.19,0.05,0,0.01,0.25
6639,Scrabble,13,2009,7,Ubisoft,0.21,0.02,0,0.03,0.25
6640,Evil Zone,12,1998,11,Titus,0.14,0.1,0,0.02,0.25
6641,Spy Kids Challenger,6,2002,2,Disney Interactive Studios,0.18,0.07,0,0,0.25
6642,K-ON! Houkago Live!!,16,2010,7,Sega,0,0,0.25,0,0.25
6643,A. IV Evolution: A Ressha de Ikou 4,12,1994,13,ArtDink,0,0,0.24,0.02,0.25
6644,Exhibition,20,2001,7,Microsoft Game Studios,0.19,0.05,0,0.01,0.25
6645,Scrabble,12,1999,7,Ubisoft,0.14,0.1,0,0.02,0.25
6646,Tony Hawk's Proving Ground,1,2007,1,Activision,0.22,0.01,0,0.02,0.25
6647,Amped 2,20,2003,1,Microsoft Game Studios,0.2,0.04,0,0.01,0.25
6648,Blaster Master: Blasting Again,12,2000,8,Sunsoft,0.14,0.1,0,0.02,0.25
6649,College Hoops 2K6,3,N/A,1,Unknown,0.12,0.1,0,0.03,0.25
6650,Cartoon Network Collection: Game Boy Advance Video Volume 1,6,2004,7,N/A,0.18,0.07,0,0,0.25
6651,Cars,5,2006,3,THQ,0.22,0.02,0,0.02,0.25
6652,Family Guy: Back to the Multiverse,5,2012,10,Activision,0.14,0.09,0,0.02,0.25
6653,Kung Fu Panda 2,5,2011,10,THQ,0.16,0.07,0,0.02,0.25
6654,Up,4,2009,10,THQ,0.15,0.07,0,0.03,0.25
6655,Birds of Steel,4,2012,9,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
6656,Madagascar: Escape 2 Africa,5,2008,10,Activision,0.12,0.1,0,0.03,0.25
6657,WipEout XL,12,1996,3,Psygnosis,0.14,0.1,0,0.02,0.25
6658,Animal Paradise,13,2007,9,Empire Interactive,0.09,0.14,0,0.02,0.25
6659,The Powerpuff Girls: Chemical X-Traction,12,2001,10,BAM! Entertainment,0.14,0.1,0,0.02,0.25
6660,NHL 08,5,2007,10,Electronic Arts,0.22,0.01,0,0.02,0.25
6661,Dynasty Warriors 6 (JP sales),3,2008,10,Tecmo Koei,0,0,0.25,0,0.25
6662,Just Dance Kids 2,4,2011,7,Ubisoft,0.1,0.1,0,0.04,0.25
6663,FIFA 14,9,2013,1,Electronic Arts,0,0.23,0,0.03,0.25
6664,Men of Valor,20,2004,8,Vivendi Games,0.19,0.05,0,0.01,0.25
6665,Bomberman Tournament,6,2001,6,Activision,0.1,0.04,0.1,0.01,0.25
6666,Medal of Honor European Assault,19,2005,8,Electronic Arts,0.19,0.05,0,0.01,0.25
6667,Spider-Man: Web of Shadows,1,2008,10,Activision,0.22,0.01,0,0.02,0.25
6668,Billy Hatcher and the Giant Egg,19,2003,2,Sega,0.19,0.05,0,0.01,0.25
6669,Midway's Greatest Arcade Hits,6,2001,7,Midway Games,0.18,0.07,0,0,0.25
6670,SpongeBob's Truth or Square (US sales),5,2009,10,THQ,0.25,0,0,0,0.25
6671,Final Fantasy II,32,2001,5,SquareSoft,0,0,0.25,0,0.25
6672,WipEout Fusion,3,2002,3,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25
6673,Spider-Man: Edge of Time,5,2011,10,Activision,0.18,0.05,0,0.02,0.25
6674,UEFA Euro 2008 Austria-Switzerland,16,2008,1,Electronic Arts,0.06,0.13,0,0.06,0.25
6675,Marie no Atelier: Salburg no Renkinjutsushi,12,1997,5,Gust,0,0,0.23,0.02,0.25
6676,The Outfit,5,2006,10,THQ,0.21,0.02,0,0.02,0.25
6677,Golden Nugget Casino,6,2004,7,Majesco Entertainment,0.18,0.07,0,0,0.25
6678,NHL 06,20,2005,1,Electronic Arts,0.19,0.05,0,0.01,0.25
6679,Atari Anthology,20,2004,7,Atari,0.19,0.05,0,0.01,0.25
6680,Ultimate Fighting Championship,12,2000,11,Ubisoft,0.14,0.09,0,0.02,0.25
6681,XIII,20,2003,8,Ubisoft,0.16,0.08,0,0.01,0.25
6682,MotoGP '07,5,2007,3,THQ,0.23,0,0,0.02,0.25
6683,Samurai Shodown II,30,1994,11,SNK,0,0,0.25,0,0.25
6684,Mortal Kombat: Armageddon,1,2007,11,Midway Games,0.21,0.02,0,0.02,0.25
6685,Don King Presents: Prizefighter,5,2008,1,Take-Two Interactive,0.14,0.08,0,0.02,0.25
6686,Hybrid Heaven,11,1999,5,Konami Digital Entertainment,0.16,0.04,0.05,0,0.25
6687,NBA Showtime: NBA on NBC,11,1999,1,Midway Games,0.23,0.02,0,0,0.25
6688,Fox Sports College Hoops '99,11,1998,1,Fox Interactive,0.2,0.05,0,0,0.25
6689,Wheel of Fortune,11,1997,7,Take-Two Interactive,0.2,0.05,0,0,0.25
6690,MRC: Multi-Racing Championship,11,1997,3,Ocean,0.2,0.05,0,0,0.25
6691,F1 Pole Position 64,11,1997,3,Ubisoft,0.11,0.13,0,0.01,0.25
6692,Gex 64: Enter the Gecko,11,1998,10,GT Interactive,0.2,0.05,0,0,0.25
6693,Wayne Gretzky's 3D Hockey '98,11,1997,1,Midway Games,0.23,0.02,0,0,0.25
6694,NBA Courtside 2 featuring Kobe Bryant,11,1999,1,Nintendo,0.2,0.05,0,0,0.25
6695,J Stars Victory Vs.,10,2015,11,Namco Bandai Games,0.07,0.14,0,0.04,0.25
6696,U-Sing: Girls Night,1,2010,7,Mindscape,0,0.21,0,0.04,0.25
6697,The Mummy: Tomb of the Dragon Emperor,3,2008,10,Vivendi Games,0.12,0.1,0,0.03,0.25
6698,Def Jam Vendetta,19,2003,11,Electronic Arts,0.19,0.05,0,0.01,0.25
6699,Scooby-Doo! Unmasked,3,2005,2,THQ,0.12,0.1,0,0.03,0.25
6700,Penny Racers,12,1996,3,Sony Computer Entertainment,0,0,0.23,0.02,0.25
6701,The Sims 2,20,2005,9,Electronic Arts,0.19,0.05,0,0.01,0.25
6702,Caesars Palace II,12,1998,7,Interplay,0.14,0.09,0,0.02,0.25
6703,Final Fantasy Type-0,18,2015,5,Square Enix,0.15,0.07,0,0.02,0.25
6704,World Series Baseball 2K3,3,2003,1,Sega,0.12,0.1,0,0.03,0.25
6705,Freshly-Picked: Tingle's Rosy Rupeeland,13,2006,5,Nintendo,0,0.01,0.24,0,0.25
6706,Pro Yakyuu Team o Tsukurou!,31,1998,1,Sega,0,0,0.25,0,0.25
6707,L.A. Noire: The Complete Edition,21,2011,12,Take-Two Interactive,0.08,0.13,0,0.04,0.25
6708,Sentimental Graffiti,31,1998,12,NEC Interchannel,0,0,0.25,0,0.25
6709,Hitman: Absolution,21,2012,10,Square Enix,0.03,0.17,0,0.04,0.25
6710,Bolt,5,2008,12,Disney Interactive Studios,0.18,0.05,0,0.02,0.25
6711,Marvel: Ultimate Alliance 2,16,2009,5,Activision,0.17,0.04,0,0.04,0.25
6712,The Legend of Legacy,9,2015,5,FuRyu,0.11,0.02,0.1,0.01,0.25
6713,Disgaea 2: Dark Hero Days,16,2009,5,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25
6714,Devil Kings,3,2005,10,Capcom,0.03,0.03,0.18,0.01,0.25
6715,Ultimate Band,1,2008,7,Disney Interactive Studios,0.2,0.03,0,0.02,0.25
6716,NBA Jam Tournament Edition,12,1995,1,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
6717,Far Cry Instincts Predator,5,2006,8,Ubisoft,0.2,0.03,0,0.02,0.25
6718,Medabots AX: Metabee,6,2002,5,Natsume,0.18,0.07,0,0,0.25
6719,Tennis no Oji-Sama: Genius Boys Academy,6,2002,1,Konami Digital Entertainment,0,0,0.24,0.01,0.25
6720,X-Men: Destiny,4,2011,10,Activision,0.14,0.08,0,0.03,0.25
6721,Shadow Man,12,1998,10,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
6722,X-Men Origins: Wolverine,1,2009,10,Activision,0.19,0.04,0,0.02,0.25
6723,Netsu Chu! Pro Yakyuu 2002,3,2002,1,Namco Bandai Games,0,0,0.25,0,0.25
6724,Ninja Gaiden 3,5,2012,10,Tecmo Koei,0.16,0.05,0.03,0.02,0.25
6725,Ben 10 Ultimate Alien: Cosmic Destruction,4,2010,2,D3Publisher,0.12,0.09,0,0.04,0.25
6726,Yakuza Zero: The Place of Oath,4,2015,10,Sega,0,0,0.25,0,0.25
6727,Prince of Persia: The Forgotten Sands,1,2010,10,Ubisoft,0.11,0.11,0,0.02,0.25
6728,Dynasty Warriors 6,3,2008,10,Tecmo Koei,0.12,0.09,0,0.03,0.25
6729,Imagine: Zookeeper,13,2009,9,Ubisoft,0.16,0.06,0,0.02,0.25
6730,Porky's,15,1982,10,20th Century Fox Video Games,0.23,0.01,0,0,0.25
6731,America's Army: Rise of a Soldier,20,2005,8,Ubisoft,0.19,0.05,0,0.01,0.25
6732,Grandia,12,1999,5,Ubisoft,0.14,0.09,0,0.02,0.25
6733,TV Superstars,4,2010,7,Sony Computer Entertainment,0.07,0.13,0,0.05,0.25
6734,Armored Core 4,5,2007,9,505 Games,0.19,0.01,0.03,0.02,0.25
6735,F1 2000,12,2000,3,Electronic Arts,0.14,0.09,0,0.02,0.25
6736,Littlest Pet Shop: Country Friends,13,2009,9,Electronic Arts,0.23,0,0,0.02,0.25
6737,Dood's Big Adventure,1,2010,2,THQ,0.22,0.01,0,0.02,0.25
